"market_pair_basecurrency_symbol","exchangename","market_pair","quoteexchange_reportedvolume_24h_base","quoteUSDlast_updated"
USDT,KLAYswap,USDT/DAI,1417318.7557643600000,"2021-05-31T16:48:07.000Z"
USDT,"1inch Exchange",USDT/SUSD,1325001.5108488200000,"2021-05-31T16:48:25.000Z"
USDT,PancakeSwap,USDT/BUSD,1223403.6183024900000,"2021-05-31T16:57:11.000Z"
USDT,BHEX (BlueHelix Exchange),USDT/HUSD,1155198.2996171800000,"2021-05-31T16:48:07.000Z"
USDT,CEX.IO,USDT/USD,759908.8878620000000,"2021-05-31T16:48:07.000Z"
USDT,KuCoin,USDT/TUSD,756908.4295227600000,"2021-05-31T16:52:54.000Z"
USDT,Coinbase Exchange,USDT/USDC,749292.4500000000000,"2021-05-31T16:48:24.000Z"
USDT,Waves Exchange,USDT/USDN,649302.6411890000000,"2021-05-31T16:48:12.000Z"
USDT,Bilaxy,USDT/DAI,610754.0700000000000,"2021-05-31T16:48:09.000Z"
USDT,BTSE,USDT/USD,489526.8283000000000,"2021-05-31T16:48:07.000Z"
USDT,CoinFLEX,USDT/USD,432827.9750412000000,"2021-05-31T16:48:08.000Z"
USDT,KuCoin,USDT/DAI,412007.5260003400000,"2021-05-31T16:49:54.000Z"
USDT,OceanEx,USDT/USD,367800.2900000000000,"2021-05-31T16:48:08.000Z"
USDT,FTX US,USDT/USD,362188.6527031100000,"2021-05-31T16:48:08.000Z"
USDT,PancakeSwap (V2),USDT/DAI,318889.7418749500000,"2021-05-31T16:36:11.000Z"
USDT,JulSwap,USDT/BUSD,205305.6431472600000,"2021-05-31T16:57:07.000Z"
USDT,Curve Finance,USDT/TUSD,199951.0348251000000,"2021-05-31T11:24:11.000Z"
USDT,Poloniex,USDT/USDC,171364.0691380800000,"2021-05-31T16:55:53.000Z"
USDT,BakerySwap,USDT/BUSD,168441.6280711100000,"2021-05-31T16:57:09.000Z"
USDT,MXC.COM,USDT/UST,153933.7300000000000,"2021-05-31T17:00:13.000Z"
USDT,Virtuse Exchange,USDT/BUSD,82700.6700929200000,"2021-04-21T13:09:07.000Z"
USDT,Curve Finance,USDT/BUSD,82604.8069146100000,"2021-05-31T16:57:10.000Z"
USDT,HitBTC,USDT/USDC,70807.1668622400000,"2021-05-31T16:54:08.000Z"
USDT,Changelly PRO,USDT/USDC,70807.1668622400000,"2021-05-31T16:54:08.000Z"
USDT,Bibox,USDT/USDC,58669.0000000000000,"2021-05-31T16:54:07.000Z"
USDT,"0x Protocol",USDT/TUSD,19054.3344530000000,"2021-05-31T16:51:15.000Z"
USDT,HitBTC,USDT/TUSD,17404.4612697700000,"2021-05-31T16:51:08.000Z"
USDT,Changelly PRO,USDT/TUSD,17404.4612697700000,"2021-05-31T16:51:09.000Z"
USDT,OpenOcean,USDT/UST,10000.0000000000000,"2021-05-31T15:06:09.000Z"
USDT,OpenOcean,USDT/BUSD,7673.5487929000000,"2021-05-31T15:06:09.000Z"
USDT,Honeyswap,USDT/USDC,4799.2291300200000,"2021-05-31T16:54:08.000Z"
USDT,SwipeSwap,USDT/BUSD,1777.8075222000000,"2021-05-31T16:57:08.000Z"
UST,PancakeSwap (V2),UST/BUSD,4504769.2132349400000,"2021-05-31T17:00:07.000Z"
UST,"1inch Exchange",UST/USDT,1494745.3240070100000,"2021-05-31T16:48:25.000Z"
UST,Uniswap (V2),UST/USDT,225376.2043888900000,"2021-05-31T17:00:07.000Z"
UST,MXC.COM,UST/USDT,92348.5900000000000,"2021-05-31T17:00:13.000Z"
UST,Gate.io,UST/USDT,59301.1237455300000,"2021-05-31T17:01:54.000Z"
UST,DODO BSC,UST/USDT,39401.4716706100000,"2021-05-23T07:30:29.000Z"
UST,Bittrex,UST/USDT,11017.3884571000000,"2021-05-31T17:01:53.000Z"
